"","V1","collectioncode","animal_id","scientificname","common_name_e","datelastmodified","detectedby","glatos_array","station","receiver_sn","bottom_depth","receiver_depth","transmitter_id","transmitter_codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","detection_timestamp_utc","timezone","deploy_long","deploy_lat","the_geom","yearcollected","monthcollected","daycollected","julianday","timeofday","local_area","notes","citation","unqdetecid","contact_pi","contact_poc","min_lag","passed_filter"
"104",6972,"SABMPA","SABMPA-1261767-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50850","","",NA,"",NA,"",2022-12-05 20:51:00,"UTC",-59.1399,45.5856,"0101000020E6100000EE5A423EE8914DC0D044D8F0F4CA4640",2022,12,5,339,20.85,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261767-2022-12-05-release-A69-1601-50850","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"105",6983,"SABMPA","SABMPA-1261768-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50851","","",NA,"",NA,"",2022-12-05 22:10:00,"UTC",-59.1234,45.5872,"0101000020E6100000C7293A92CB8F4DC0091B9E5E29CB4640",2022,12,5,339,22.1666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261768-2022-12-05-release-A69-1601-50851","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"106",6984,"SABMPA","SABMPA-1261769-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50852","","",NA,"",NA,"",2022-12-05 22:04:00,"UTC",-59.1242,45.5871,"0101000020E6100000E4141DC9E58F4DC0A5BDC11726CB4640",2022,12,5,339,22.0666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261769-2022-12-05-release-A69-1601-50852","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"107",7035,"SABMPA","SABMPA-1261770-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50853","","",NA,"",NA,"",2022-12-05 21:57:00,"UTC",-59.1254,45.5872,"0101000020E61000008E75711B0D904DC0091B9E5E29CB4640",2022,12,5,339,21.95,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261770-2022-12-05-release-A69-1601-50853","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"108",7077,"SABMPA","SABMPA-1261771-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50854","","",NA,"",NA,"",2022-12-05 22:04:00,"UTC",-59.1242,45.5871,"0101000020E6100000E4141DC9E58F4DC0A5BDC11726CB4640",2022,12,5,339,22.0666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261771-2022-12-05-release-A69-1601-50854","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"109",7078,"SABMPA","SABMPA-1261772-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50855","","",NA,"",NA,"",2022-12-05 21:57:00,"UTC",-59.1254,45.5872,"0101000020E61000008E75711B0D904DC0091B9E5E29CB4640",2022,12,5,339,21.95,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261772-2022-12-05-release-A69-1601-50855","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"110",7082,"SABMPA","SABMPA-1261773-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50856","","",NA,"",NA,"",2022-12-05 18:10:00,"UTC",-59.1594,45.5712,"0101000020E6100000BF7D1D3867944DC0D3BCE3141DC94640",2022,12,5,339,18.1666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261773-2022-12-05-release-A69-1601-50856","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"111",7083,"SABMPA","SABMPA-1261774-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50857","","",NA,"",NA,"",2022-12-05 18:04:00,"UTC",-59.1601,45.5704,"0101000020E6100000780B24287E944DC0B7D100DE02C94640",2022,12,5,339,18.0666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261774-2022-12-05-release-A69-1601-50857","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"112",7084,"SABMPA","SABMPA-1261775-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50858","","",NA,"",NA,"",2022-12-05 17:44:00,"UTC",-59.1624,45.5677,"0101000020E6100000696FF085C9944DC038F8C264AAC84640",2022,12,5,339,17.7333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261775-2022-12-05-release-A69-1601-50858","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"113",7099,"SABMPA","SABMPA-1261776-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50859","","",NA,"",NA,"",2022-12-05 17:23:00,"UTC",-59.165,45.5658,"0101000020E610000085EB51B81E954DC0D50968226CC84640",2022,12,5,339,17.3833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261776-2022-12-05-release-A69-1601-50859","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"114",7100,"SABMPA","SABMPA-1261777-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50860","","",NA,"",NA,"",2022-12-05 17:07:00,"UTC",-59.1669,45.5644,"0101000020E6100000E8D9ACFA5C954DC063EE5A423EC84640",2022,12,5,339,17.1166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261777-2022-12-05-release-A69-1601-50860","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"115",7121,"SABMPA","SABMPA-1261778-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50861","","",NA,"",NA,"",2022-12-05 18:06:00,"UTC",-59.1596,45.5708,"0101000020E61000008638D6C56D944DC0454772F90FC94640",2022,12,5,339,18.1,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261778-2022-12-05-release-A69-1601-50861","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"116",7122,"SABMPA","SABMPA-1283877-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14988","","",NA,"",NA,"",2022-11-01 04:14:00,"UTC",-59.36392,45.54126,"0101000020E61000001F2E39EE94AE4DC00551F70148C54640",2022,11,1,305,4.23333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283877-2022-11-01-release-A69-9006-14988","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"117",7123,"SABMPA","SABMPA-1283877-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14987","","",NA,"",NA,"",2022-11-01 04:14:00,"UTC",-59.36392,45.54126,"0101000020E61000001F2E39EE94AE4DC00551F70148C54640",2022,11,1,305,4.23333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283877-2022-11-01-release-A69-9006-14987","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"118",7124,"SABMPA","SABMPA-1283878-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14990","","",NA,"",NA,"",2022-11-01 04:13:00,"UTC",-59.34712,45.54295,"0101000020E6100000CDE49B6D6EAC4DC07DAEB6627FC54640",2022,11,1,305,4.21666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283878-2022-11-01-release-A69-9006-14990","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"119",7125,"SABMPA","SABMPA-1283878-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14989","","",NA,"",NA,"",2022-11-01 04:13:00,"UTC",-59.34712,45.54295,"0101000020E6100000CDE49B6D6EAC4DC07DAEB6627FC54640",2022,11,1,305,4.21666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283878-2022-11-01-release-A69-9006-14989","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"120",7166,"SABMPA","SABMPA-1283879-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14992","","",NA,"",NA,"",2022-11-01 04:10:00,"UTC",-59.28126,45.55878,"0101000020E610000024D6E25300A44DC056D4601A86C74640",2022,11,1,305,4.16666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283879-2022-11-01-release-A69-9006-14992","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"121",7167,"SABMPA","SABMPA-1283879-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14991","","",NA,"",NA,"",2022-11-01 04:10:00,"UTC",-59.28126,45.55878,"0101000020E610000024D6E25300A44DC056D4601A86C74640",2022,11,1,305,4.16666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283879-2022-11-01-release-A69-9006-14991","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"122",7168,"SABMPA","SABMPA-1283881-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14996","","",NA,"",NA,"",2022-11-01 04:08:00,"UTC",-59.27563,45.5594,"0101000020E6100000F3E505D847A34DC0F2B0506B9AC74640",2022,11,1,305,4.13333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283881-2022-11-01-release-A69-9006-14996","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"123",7169,"SABMPA","SABMPA-1283881-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14995","","",NA,"",NA,"",2022-11-01 04:08:00,"UTC",-59.27563,45.5594,"0101000020E6100000F3E505D847A34DC0F2B0506B9AC74640",2022,11,1,305,4.13333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283881-2022-11-01-release-A69-9006-14995","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"124",7170,"SABMPA","SABMPA-1283882-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14998","","",NA,"",NA,"",2022-11-01 04:09:00,"UTC",-59.27686,45.55924,"0101000020E610000008C9022670A34DC0BA4E232D95C74640",2022,11,1,305,4.15,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283882-2022-11-01-release-A69-9006-14998","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"125",7171,"SABMPA","SABMPA-1283882-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14997","","",NA,"",NA,"",2022-11-01 04:09:00,"UTC",-59.27686,45.55924,"0101000020E610000008C9022670A34DC0BA4E232D95C74640",2022,11,1,305,4.15,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283882-2022-11-01-release-A69-9006-14997","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"126",7172,"SABMPA","SABMPA-1283883-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15000","","",NA,"",NA,"",2022-11-01 04:06:00,"UTC",-59.27432,45.55971,"0101000020E6100000C251F2EA1CA34DC0419FC893A4C74640",2022,11,1,305,4.1,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283883-2022-11-01-release-A69-9006-15000","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"127",7173,"SABMPA","SABMPA-1283883-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-14999","","",NA,"",NA,"",2022-11-01 04:06:00,"UTC",-59.27432,45.55971,"0101000020E6100000C251F2EA1CA34DC0419FC893A4C74640",2022,11,1,305,4.1,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283883-2022-11-01-release-A69-9006-14999","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"128",7174,"SABMPA","SABMPA-1283884-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15001","","",NA,"",NA,"",2022-11-01 04:12:00,"UTC",-59.34707,45.54305,"0101000020E61000001CB62DCA6CAC4DC0E10B93A982C54640",2022,11,1,305,4.2,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283884-2022-11-01-release-A69-9006-15001","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"129",7175,"SABMPA","SABMPA-1283884-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15002","","",NA,"",NA,"",2022-11-01 04:12:00,"UTC",-59.34707,45.54305,"0101000020E61000001CB62DCA6CAC4DC0E10B93A982C54640",2022,11,1,305,4.2,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283884-2022-11-01-release-A69-9006-15002","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"130",7176,"SABMPA","SABMPA-1283885-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15004","","",NA,"",NA,"",2022-11-01 04:07:00,"UTC",-59.2751,45.5596,"0101000020E610000097900F7A36A34DC0BA6B09F9A0C74640",2022,11,1,305,4.11666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283885-2022-11-01-release-A69-9006-15004","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"131",7177,"SABMPA","SABMPA-1283885-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15003","","",NA,"",NA,"",2022-11-01 04:07:00,"UTC",-59.2751,45.5596,"0101000020E610000097900F7A36A34DC0BA6B09F9A0C74640",2022,11,1,305,4.11666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283885-2022-11-01-release-A69-9006-15003","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"132",7178,"SABMPA","SABMPA-1283886-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15005","","",NA,"",NA,"",2022-11-01 04:33:00,"UTC",-59.27418,45.55972,"0101000020E6100000D09B8A5418A34DC06475ABE7A4C74640",2022,11,1,305,4.55,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283886-2022-11-01-release-A69-9006-15005","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"133",7179,"SABMPA","SABMPA-1283886-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15006","","",NA,"",NA,"",2022-11-01 04:33:00,"UTC",-59.27418,45.55972,"0101000020E6100000D09B8A5418A34DC06475ABE7A4C74640",2022,11,1,305,4.55,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283886-2022-11-01-release-A69-9006-15006","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"134",7230,"SABMPA","SABMPA-1283887-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15008","","",NA,"",NA,"",2022-11-01 04:22:00,"UTC",-59.27132,45.55927,"0101000020E610000018601F9DBAA24DC024D1CB2896C74640",2022,11,1,305,4.36666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283887-2022-11-01-release-A69-9006-15008","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"135",7231,"SABMPA","SABMPA-1283887-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15007","","",NA,"",NA,"",2022-11-01 04:22:00,"UTC",-59.27132,45.55927,"0101000020E610000018601F9DBAA24DC024D1CB2896C74640",2022,11,1,305,4.36666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283887-2022-11-01-release-A69-9006-15007","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"136",7232,"SABMPA","SABMPA-1283888-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15010","","",NA,"",NA,"",2022-11-01 04:11:00,"UTC",-59.2847,45.55836,"0101000020E6100000EA95B20C71A44DC081B2295778C74640",2022,11,1,305,4.18333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283888-2022-11-01-release-A69-9006-15010","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"137",7233,"SABMPA","SABMPA-1283888-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15009","","",NA,"",NA,"",2022-11-01 04:11:00,"UTC",-59.2847,45.55836,"0101000020E6100000EA95B20C71A44DC081B2295778C74640",2022,11,1,305,4.18333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283888-2022-11-01-release-A69-9006-15009","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
