SPECCD_ID,APHIA_ID,COMM,SPEC
3172,129289,FLABELLIGERID WORMS,BRADA
3173,129293,FLABELLIGERID WORMS; INCL PHERUSA PHERUSA,PHERUSA
3174,1468928,FLABELLIGERID WORM; DIPLOCIRRUS HIRSUTUS,SAPHOBRANCHIA HIRSUTA
3175,2036,AQUATIC EARTHWORMS,OLIGOCHAETA
3176,129155,,AMPHARETE
3177,129778,,AMPHARETE FINMARCHICA
3178,157526,FLABELLIGERID WORM,PHERUSA AFFINIS
3179,156679,,TRAVISIA CARNEA
3180,256,,THRACIIDAE
3181,157145,,AGLAOPHAMUS CIRCINATA
3182,157499,,NEPHTYS BUCERA
3183,130362,,NEPHTYS INCISA
3184,130355,,NEPHTYS CAECA
3185,222,LEPTONIDAE,LASAEIDAE
3186,1355594,FLABELLIGERID WORMS; BRADA,BRADABYSSA VILLOSA
3187,129654,,EXOGONE
3188,129199,OPAL WORM,ARABELLA
3189,900,,TEREBELLIDA
3190,218,,LUCINIDAE
3191,131543,,THELEPUS CINCINNATUS
3192,131502,TEREBELLID WORM; AMPHITRITE,NEOAMPHITRITE AFFINIS
3193,131474,TEREBELLID WORM,AMPHITRITE CIRRATA
3194,975,,OWENIIDAE
3195,946,,HESIONIDAE
3196,130544,,OWENIA FUSIFORMIS
3197,157579,,STREBLOSOMA SPIRALIS
3200,157181,SEA MOUSE,APHRODITA HASTATA
3205,607338,,ZOANTHARIA
3210,938,,APHRODITIDAE
3211,129840,,APHRODITA ACULEATA
3212,129194,,APHRODITA
3215,129844,,LAETMONICE FILICORNIS
3221,129525,,CHONE
3222,129528,,EUCHONE
3230,952,,GLYCERIDAE
3240,106674,,CARIDEA
3270,902,,ORBINIIDAE
3280,919,,CIRRATULIDAE
3300,1268,GEPHYREA ,SIPUNCULA
3311,110377,,ECHIURUS ECHIURUS
3312,264942,,THEMISTE
3313,266603,GOULD'S SIPUNCULID; PHASCOLOSOMA,PHASCOLOPSIS GOULDII
3314,410749,STROMBI,PHASCOLION (PHASCOLION) STROMBUS STROMBUS
3320,136029,,PHASCOLOSOMA
3330,110345,,ECHIURIDA
3340,110349,,ECHIURIDAE
3400,18814,,ACANTHOCEPHALA
3450,101063,,PRIAPULIDA
3451,101160,PRIAPULUS,PRIAPULUS CAUDATUS
3460,965,,ONUPHIDAE
3500,939,,POLYNOIDAE
3501,130801,,LEPIDONOTUS SQUAMATUS
3502,129488,,GATTYANA
3503,129491,,HARMOTHOE
3504,130769,,HARMOTHOE IMBRICATA
3505,130762,,HARMOTHOE EXTENUATA
3550,129296,BLOOD WORMS,GLYCERA
3551,130118,BLOOD WORM,GLYCERA CAPITATA
3600,387338,"SEA SNAILS,SEA BUTTERFLIES, PTEROPODA; HETEROPODA",PTEROTRACHEOIDEA
3700,136031,,SIPUNCULUS
3701,136021,,GOLFINGIA
4000,51,,MOLLUSCA
4110,104,TUSK OR TOOTHSHELLS,SCAPHOPODA
4200,101,SNAILS AND SLUGS,GASTROPODA
4201,139190,HALIAEETI,AMPHISSA ACUTECOSTATA
4202,139975,KEYHOLE LIMPET,PUNCTURELLA NOACHINA
4205,148,,MURICIDAE
4206,146731,,BOREOTROPHON
4209,149,,BUCCINIDAE
4210,137701,WHELKS,BUCCINUM
4211,138878,"WAVE WHELK,COMMON EDIBLE",BUCCINUM UNDATUM
4212,138875,SILKY BUCCINUM,BUCCINUM SCALARIFORME
4213,138855,,BERINGIUS TURTONI
4216,434726,CANCELLATE LORA,PROPEBELA CANCELLATA
4220,145,MOON SNAIL UNSP,NATICIDAE
4221,160315,NORTHERN MOONSNAIL,EUSPIRA HEROS
4222,140525,LITTLE MOONSHELL; NATICA CLAUSA,CRYPTONATICA AFFINIS
4224,141819,,MARGARITES COSTALIS
4225,141820,GROENLANDICA,MARGARITES GROENLANDICUS
4227,491164,NEW ENGLAND NEPTUNE,NEPTUNEA DECEMCOSTATA
4228,137704,SPINDLE SHELL,COLUS
4229,138172,,TURRITELLOPSIS
4230,137656,DUCK OR PELICAN FOOT,APORRHAIS
4231,140403,,NUCELLA LAPILLUS
4232,467490,MUD SNAIL,ILYANASSA OBSOLETA
4233,467492,WAS NASSA BIVITTATA; NASSA BIVITTATA,ILYANASSA TRIVITTATA
4235,146,DOG WHELKS; NASSARIIDAE OR THAISIDAE,NEOGASTROPODA
4240,137943,,EPITONIUM
4250,119,PERIWINKLES,LITTORINIDAE
4251,138511,SKENES,SKENEOPSIS
4252,141905,VELVET SHELL; LAEVIGATA,VELUTINA VELUTINA
4253,111,KEYHOLE LIMPID,FISSURELLIDAE
4254,141821,HELICINA,MARGARITES HELICINUS
4255,443,TOP SHELLS,TROCHIDAE
4256,156665,,PHILINE SINUATA
4257,139474,,CYLICHNA ALBA
4258,160323,SPOTTED NORTHERN MOONTAIL; LUNATIA,EUSPIRA TRISERIATA
4259,141765,,CALLIOSTOMA OCCIDENTALE
4260,140521,,AMAUROPSIS ISLANDICA
4300,105,"INCL PROTOBRANCHIA, HETERODONTA",BIVALVIA
4301,933783,RAZOR SHELL CLAM,ENSIS DIRECTUS
4302,138552,,THYASIRA
4303,138533,,TELLINA
4304,138802,OCEAN QUAHAUG,ARCTICA ISLANDICA
4305,156932,,PANDORA GOULDIANA
4306,139445,GLACIER DIPPER SHELL,CUSPIDARIA GLACIALIS
4307,156747,,ASTARTE UNDATA
4308,138262,,NUCULA
4309,140431,,MYA TRUNCATA
4312,140102,BANK CLAM,CYRTODARIA SILIQUA
4313,138531,,MACOMA
4314,594424,MORRHUA VENUSNA; PITAR MORRHUANA,AGRIOPOMA MORRHUANUM
4315,159997,RAZOR CLAM,SILIQUA
4316,137683,,ASTARTE
4317,156996,"BAR,SURF CLAM",SPISULA SOLIDISSIMA
4318,140430,SOFT SHELL CLAM,MYA ARENARIA
4319,140103,SOFT SHELL OR LONG NECK CLAM,HIATELLA ARCTICA
4320,213,SCALLOPS,PECTINIDAE
4321,156972,SEA SCALLOP,PLACOPECTEN MAGELLANICUS
4322,140692,ICELAND SCALLOP,CHLAMYS ISLANDICA
4323,141919,HARD CLAM; INCL VENUS MERCENARIA (OBSOLETE),MERCENARIA MERCENARIA
4324,156817,BAY SCALLOP,ARGOPECTEN IRRADIANS
4325,394271,CALICO SCALLOP,ARGOPECTEN GIBBUS
4326,140657,AMERICAN CUPPED OYSTER,CRASSOSTREA VIRGINICA
4327,138067,,CYRTODARIA
4328,214,,ANOMIIDAE
4329,243,,VENERIDAE
4330,211,MUSSELS,MYTILIDAE
4331,140480,COMMON MUSSELS,MYTILUS EDULIS
4332,140467,HORSE MUSSELS,MODIOLUS MODIOLUS
4333,219,,THYASIRIDAE
4334,140474,,MUSCULUS NIGER
4335,224570,CONCHS; INCL STROMBUS AND BUSYCON SP; STROMBUS AND BUSYCON,CAENOGASTROPODA
4336,156732,,AEQUIPECTEN GLYPTUS
4337,138799,,BATHYARCA PECTUNCULOIDES
4338,156744,,ASTARTE CASTANEA
4339,137673,,BATHYARCA
4340,229,COCKLES,CARDIIDAE
4341,137734,,CARDIUM
4342,139000,ICELAND COCKLE; CLINOCARDIUM,CILIATOCARDIUM CILIATUM
4343,582749,GREENLAND COCKLE,SERRIPES GROENLANDICUS
4344,156832,HEART SHELL; VENERICARDIA,CYCLOCARDIA BOREALIS
4345,181343,NORTHERN DWARF COCKLE; CERASTODERMA,PARVICARDIUM PINNULATUM
4346,1465606,SOLEMYA,PETRASMA BOREALIS
4347,138127,,LIMATULA
4348,,MOLLUSCA SHELLS EMPTY,
4349,,SCALLOP SHELLS,
4350,204,NUT SHELLS,NUCULIDAE
4351,138259,,NUCULANA
4352,156923,THIN NUT CLAM,NUCULANA TENUISULCATA
4353,140579,BUCCATA,NUCULANA PERNULA
4354,138672,,YOLDIA
4355,156863,"STIMPSON'S SURF CLAM, ARCTIC SURF CLAM",MACTROMERIS POLYNYMA
4356,157007,,YOLDIA SAPOTILLA
4357,141983,BROAD YOLDIA; INCL MEGAYOLDIA THRACIAEFORMIS; YOLDIA,MEGAYOLDIA THRACIAEFORMIS
4358,138749,PRICKLY JINGLE SHELL,HETERANOMIA SQUAMULA
4359,156859,RIBBED MUSSEL,GEUKENSIA DEMISSA
4360,205,,NUCULANIDAE
4361,140584,NUCULA,ENNUCULA TENUIS
4365,2097,,YOLDIIDAE
4370,235,,TELLINIDAE
4380,156737,,ANOMIA SIMPLEX
4381,137650,,ANOMIA
4390,420721,BLOOK ARK,LUNARCA OVALIS
4400,1762,SEA SLUGS,NUDIBRANCHIA
4410,137885,BUSHY BACKSLUG,DENDRONOTUS
4420,137630,PLUMED SEASLUG,AEOLIDIA
4430,159,CANOE SHELLS,CYLICHNIDAE
4431,139490,GIANT CANOE BUBBLE,SCAPHANDER PUNCTOSTRIATUS
4500,11707,,CEPHALOPODA
4502,11728,,MYOPSIDA
4503,11730,,OEGOPSIDA
4504,1454584,,SEPIOIDEA
4508,138265,,BATHYPOLYPUS
4509,153091,,CIRROTEUTHIS
4510,11760,,OMMASTREPHIDAE
4511,153087,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
4512,574541,"LONGFIN SQUID, LONGFIN INSHORE SQUID; LOLIGO",DORYTEUTHIS PEALEII
4513,138279,,OMMASTREPHES
4514,325342,"SQUID; INCL TEUTHOIDEA O.; LOLIGINIDAE,OMMASTREPHIDAE",DECAPODIFORMES
4515,138278,,ILLEX
4516,562482,,OMMASTREPHINAE
4517,206251,,ORNITHOTEUTHIS
4518,181382,BARTRAMI,OMMASTREPHES BARTRAMII
4519,140623,OMMASTREPHES PTEROPSUS,STHENOTEUTHIS PTEROPUS
4520,11733,OCTOPUS; INCIRRINA,INCIRRATA
4521,11718,OCTOPUS,OCTOPODA
4522,157036,,SEMIROSSIA TENERA
4524,140596,,BATHYPOLYPUS ARCTICUS
4525,153083,,ROSSIA PALPEBROSA
4526,157032,,ROSSIA MEGAPTERA
4527,153105,,STAUROTEUTHIDAE
4528,742052,BOLITAENIDAE,BOLITAENINAE
4529,11782,,OCTOPODIDAE
4530,11790,,TREMOCTOPODIDAE
4531,138803,PAPER NAUTILUS,ARGONAUTA ARGO
4532,11785,,ARGONAUTIDAE
4533,11786,,ALLOPOSIDAE
4534,11788,,OCYTHOIDAE
4535,11775,,VAMPYROTEUTHIDAE
4536,11725,BOBTAIL SQUID; SEPIOLODAE,SEPIOLIDAE
4537,877778,,HETEROTEUTHINAE
4538,141446,,HETEROTEUTHIS DISPAR
4539,11721,,SPIRULIDAE
4540,11734,,LOLIGINIDAE
4541,138139,,LOLIGO
4542,11739,,LYCOTEUTHIDAE
4543,138152,,LAMPADIOTEUTHIS
4544,341457,,SELENOTEUTHIS
4545,11740,REPLACES ENOPLOTEUTHINAE S.F.,ENOPLOTEUTHIDAE
4547,341421,,ENOPLOTEUTHIS
4548,342295,,ENOPLOTEUTHIS ANAPSIS
4549,342300,,ENOPLOTEUTHIS LEPTURA
4550,137930,,ABRALIA
4552,139688,,ABRALIA VERANYI
4553,137931,,ABRALIOPSIS
4554,237819,PFEFFERI,ABRALIOPSIS MORISII
4555,138074,,HISTIOTEUTHIS
4556,22986,ANCISTROCHEIRINAE,ANCISTROCHEIRIDAE
4557,137649,THELIDIOTEUTHIS,ANCISTROCHEIRUS
4558,23109,PYROTEUTHINAE,PYROTEUTHIDAE
4559,138422,,PTERYGIOTEUTHIS
4560,138423,,PYROTEUTHIS
4561,11741,,OCTOPOTEUTHIDAE
4562,138271,,OCTOPOTEUTHIS
4563,11742,,ONYCHOTEUTHIDAE
4564,138291,,ONYCHOTEUTHIS
4565,138292,,ONYKIA
4566,11767,,CHIROTEUTHIDAE
4567,137777,,CHIROTEUTHIS
4568,11743,,GONATIDAE
4569,138036,,GONATUS
4570,11763,,LEPIDOTEUTHIDAE
4571,341464,,TETRONYCHOTEUTHIS
4572,225825,,PHOLIDOTEUTHIS
4573,153040,,ARCHITEUTHIDAE
4574,11749,,HISTIOTEUTHIDAE
4575,140111,,HISTIOTEUTHIS BONNELLII
4576,341866,,HISTIOTEUTHIS CELETARIA
4577,140112,,HISTIOTEUTHIS CORONA
4578,410402,HISTIOTEUTHIS,STIGMATOTEUTHIS DOFLEINI
4580,181381,INCL HISTIOTEUTHIS ELONGATA,HISTIOTEUTHIS REVERSA
4581,11745,,BATHYTEUTHIDAE
4582,137785,CTENOPTERYX,CHTENOPTERYX
4583,137697,,BRACHIOTEUTHIS
4584,138168,,MASTIGOTEUTHIS
4585,11774,,CRANCHIIDAE
4586,559391,,CRANCHIINAE
4587,181385,,CRANCHIA
4588,137850,,LEACHIA
4589,137851,,LIOCRANCHIA
4590,325296,,TAONIINAE
4591,137853,,TAONIUS
4592,137854,,TEUTHOWENIA
4593,137848,,GALITEUTHIS
4594,137849,,HELICOCRANCHIA
4595,137852,,MEGALOCRANCHIA
4596,341419,,EGEA
4597,759131,MASTIGOTEUTHIS,MAGNOTEUTHIS MAGNA
4598,342104,,PTERYGIOTEUTHIS GEMMATA
4599,153097,,GONATUS FABRICII
4600,325345,SEA BUTTERFLIES,PTEROPODA
4610,137793,,CLIONE
4611,139178,,CLIONE LIMACINA
4621,140223,HELOCID PTEROPOD,LIMACINA HELICINA
4622,140227,SHELLED SEA BUTTERFLY,LIMACINA RETROVERSA
4650,157029,,MASTIGOTEUTHIS AGASSIZII
4651,181383,,MASTIGOTEUTHIS FLAMMEA
4652,139125,VERANYI,CHIROTEUTHIS VERANII
4653,395000,,CHIROTEUTHIS SPOELI
4654,394999,,CHIROTEUTHIS MEGA
4655,341799,,CHIROTEUTHIS JOUBINI
4656,139428,,TAONIUS PAVO
4657,139429,,TEUTHOWENIA MEGALOPS
4658,181379,,OCTOPOTEUTHIS SICULA
4659,342060,,OCTOPOTEUTHIS MEGAPTERA
4660,140027,STEENSTRUPII,GONATUS STEENSTRUPI
4661,153122,,STAUROTEUTHIS SYRTENSIS
4662,157037,,STOLOTEUTHIS LEUCOPTERA
4663,139425,,LEACHIA ATLANTICA
4664,225573,ATLANTIC BIRD SQUID,ORNITHOTEUTHIS ANTILLARUM
4700,55,CHITONS,POLYPLACOPHORA
4711,159928,,AMICULA VESTITA
4712,138088,,ISCHNOCHITON
4713,386411,RED NORTHERN CHITON; TONICELLA RUBRA,BOREOCHITON RUBER
4714,140201,ARCTIC CANCELLATE CHITON; LEPIDOPLEURUS,LEPTOCHITON CANCELLATUS
4720,137773,,CHAETODERMA
5000,2081,ARROW WORMS,CHAETOGNATHA
5011,105440,SAGITTA,PARASAGITTA ELEGANS
5012,105410,ARROW WORMS,SAGITTA
5100,1302,SEA SPIDER,PYCNOGONIDA
5101,1567,,PYCNOGONIDAE
5102,239867,ANEMONE SEA SPIDER; LITTORALE,PYCNOGONUM LITORALE
5105,134586,,COLOSSENDEIS
5200,110,LIMPET,ARCHAEOGASTROPODA
5201,160233,CUP AND SAUCER LIMPET,CRUCIBULUM STRIATUM
5202,138963,CALYPTRAEIDAE,CREPIDULA FORNICATA
5300,793,,PLATYHELMINTHES
6000,1806,SPINY SKINNED ANIMALS,ECHINODERMATA
6006,107377,PORTUNID CRABS,BATHYNECTES MARAVIGNA
6100,123080,,ASTEROIDEA
6101,124020,CEREMASTER,CERAMASTER GRANULARIS
6102,125166,PULVILIS,PORANIA (PORANIA) PULVILLUS
6105,123121,,ASTERIIDAE
6106,178806,,SCLERASTERIAS TANNERI
6107,123808,,STEPHANASTERIAS ALBULA
6109,158489,,ASTERIAS FORBESI
6110,123219,,ASTERIAS
6111,123776,,ASTERIAS RUBENS
6113,125154,,LEPTASTERIAS (HEXASTERIAS) POLARIS
6114,123222,,LEPTASTERIAS
6115,123915,MUD STAR,CTENODISCUS CRISPATUS
6116,123304,,PSEUDARCHASTER
6117,124043,,HIPPASTERIA PHRYGIANA
6118,123276,BLOOD STAR  GENUS; INCL HENRICA SP,HENRICIA
6119,123974,BLOOD STAR,HENRICIA SANGUINOLENTA
6121,124160,PURPLE SUNSTAR,SOLASTER ENDECA
6122,123338,,SOLASTER
6123,124154,SPINY SUNSTAR,CROSSASTER PAPPOSUS
6125,124147,,PTERASTER MILITARIS
6126,124151,,PTERASTER PULVILLUS
6127,123302,APHIA IS FOR GENUS; WAS TOSSIA,PENTAGONASTER
6128,124045,,MEDIASTER BAIRDI
6129,125170,,PORANIOMORPHA (PORANIOMORPHA) HISPIDA
6130,125168,PORANIOMORPHA,CULCITOPSIS BOREALIS
6131,124128,,DIPLOPTERASTER MULTIPES
6132,125158,MUELLER'S STARFISH,LEPTASTERIAS (LEPTASTERIAS) MUELLERI
6133,123244,,PONTASTER
6134,158496,SLENDER ARMED SEA STAR,LEPTASTERIAS TENERA
6135,178650,ASTROTECTEN,ASTROPECTEN DUPLICATUS
6136,158490,,ASTROPECTEN AMERICANUS
6139,123639,,PLUTONASTER AGASSIZI
6140,123127,,ASTROPECTINIDAE
6149,124167,,SOLASTER SYRTENSIS
6200,123084,BRITTLE STAR,OPHIUROIDEA
6201,124973,,OPHIACANTHA ABYSSICOLA
6202,124978,,OPHIACANTHA BIDENTATA
6211,125125,DAISY,OPHIOPHOLIS ACULEATA
6212,123574,,OPHIURA
6213,124934,SARSI,OPHIURA SARSII
6215,124933,,OPHIURA ROBUSTA
6217,124943,,STEGOPHIURA NODOSA
6218,245559,,OPHIOMUSA LYMANI
6300,242196,"BASKET STARS; GORGONOCEPHALIDAE,ASTERONYCHIDAE",EURYALIDA
6309,123203,GORGONOCEPHALIDA,GORGONOCEPHALIDAE
6310,123586,,GORGONOCEPHALUS
6397,123082,"SAND DOLLARS,URCHINS",ECHINOIDEA
6400,123390,SEA URCHINS,STRONGYLOCENTROTUS
6411,124321,SEA URCHIN  GREEN,STRONGYLOCENTROTUS DROEBACHIENSIS
6412,124324,ECHINOIDES,STRONGYLOCENTROTUS PALLIDUS
6413,124404,HEART URCHIN,BRISASTER FRAGILIS
6420,123371,ARABACIA,ARBACIA
6421,158058,PURPLE-SPINED SEA URCHIN,ARBACIA PUNCTULATA
6425,124339,,HYGROSOMA PETERSII
6430,124343,,PHORMOSOMA PLACENTA
6500,123100,SAND DOLLARS,CLYPEASTEROIDA
6511,158062,,ECHINARACHNIUS PARMA
6600,123083,,HOLOTHUROIDEA
6601,124655,PHYLLOPHORIDAE,PENTAMERA CALCIGERA
6610,123187,,CUCUMARIIDAE
6611,124612,SEA CUCUMBER  COMMON,CUCUMARIA FRONDOSA
6700,123111,"PSOLUSES,THYONES,ETC.",DENDROCHIROTIDA
6705,123188,,PHYLLOPHORIDAE
6710,146121,,PSOLUS
6711,422530,,HAVELOCKIA SCABRA
6712,158488,INCL THYONE UNISEMITA; THYONE,STEREODERMA UNISEMITA
6713,124703,SCARLETT PSOLUS,PSOLUS FABRICII
6714,146116,,THYONE
6715,124710,,PSOLUS PHANTAPUS
6716,124694,DUASMODACTYLA COMMUNE,THYONIDIUM DRUMMONDII
6717,152559,,CAUDINA ARENATA
6718,123540,,MOLPADIA
6719,124434,,CHIRIDOTA LAEVIS
6720,124801,,MOLPADIA MUSCULUS
6801,124392,,ECHINOCARDIUM CORDATUM
6900,123081,SEA LILIES,CRINOIDEA
7020,137119,WHALE-SPERM,PHYSETER MACROCEPHALUS
7021,137091,WHALE-FIN,BALAENOPTERA PHYSALUS
7022,137087,WHALE-MINKE,BALAENOPTERA ACUTOROSTRATA
7023,159023,WHALE-RIGHT,EUBALAENA GLACIALIS
7024,137092,WHALE-HUMPBACK,MEGAPTERA NOVAEANGLIAE
7025,137117,PORPOISE-HARBOUR,PHOCOENA PHOCOENA
7026,137090,WHALE-BLUE,BALAENOPTERA MUSCULUS
7027,137088,WHALE-SEI,BALAENOPTERA BOREALIS
7028,137102,WHALE-KILLER,ORCINUS ORCA
7029,137115,WHALE-BELUGA,DELPHINAPTERUS LEUCAS
7030,148724,BALEEN WHALE,MYSTICETI
7032,137086,BOWHEAD WHALE,BALAENA MYSTICETUS
7033,137112,GREY WHALE,ESCHRICHTIUS ROBUSTUS
7034,1571909,PACIFIC WHITE-SIDED DOLPHIN; LAGENORHYNCHUS,SAGMATIAS OBLIQUIDENS
7035,254987,DALLS PORPOISE,PHOCOENOIDES DALLI
7036,2688,CETACEAN,CETACEA
7037,137104,FALSE KILLER WHALE,PSEUDORCA CRASSIDENS
7038,137109,LONG SNOUTED SPINNER DOLPHIN,STENELLA LONGIROSTRIS
7100,799,"INCL PARASITES,ROUND WORMS	PARASITES,ROUND WORMS",NEMATODA
7101,122889,COD WORM,ANISAKIS SIMPLEX
7110,22924,,PORROCAECUM
7111,123078,PORROCAECUM,PSEUDOTERRANOVA DECIPIENS
7113,22849,,CONTRACAECUM
7116,22832,,ANISAKIS
7201,137079,BEARDED SEAL,ERIGNATHUS BARBATUS
7202,159019,HARP SEAL,PAGOPHILUS GROENLANDICUS
7203,137078,HOODED SEAL,CYSTOPHORA CRISTATA
7204,254997,NORTHERN FUR SEAL,CALLORHINUS URSINUS
7205,159021,RINGED SEAL,PUSA HISPIDA
7206,255017,RIBBON SEAL,HISTRIOPHOCA FASCIATA
7207,255021,SPOTTED SEAL,PHOCA LARGHA
7208,137077,WALRUS,ODOBENUS ROSMARUS
7209,254999,STELLAR SEA LION,EUMETOPIAS JUBATUS
7220,137085,POLAR BEAR,URSUS MARITIMUS
7500,794,TURBELLARIA,
7600,19948,,TREMATODA
7601,108400,,DIGENEA
7700,1051,,CESTODA
7719,104056,NORTHERN LAMP SHELL,TEREBRATULINA SEPTENTRIONALIS
7723,138481,BOBTAILS  ROSSIA,ROSSIA
8010,135306,MOON JELLY,AURELIA AURITA
8100,1248,COMB JELLIES,CTENOPHORA
8111,106358,,BEROE CUCUMIS
8113,106346,,PLEUROBRACHIA
8200,1267,COELENTERATA,CNIDARIA
8209,100653,,ACTINIIDAE
8210,135479,MAN OF WAR; PELAGICA,PHYSALIA PHYSALIS
8215,100655,,ACTINOSTOLIDAE
8216,100709,,ACTINOSTOLA
8300,1360,SEA ANEMONE; WAS ANTHOZOA,ACTINIARIA
8311,100982,,METRIDIUM SENILE
8313,100854,,STOMPHIA COCCINEA
8314,100817,,BOLOCERA TUEDIAE
8315,100834,TEALIA,URTICINA FELINA
8316,100757,,HORMATHIA
8317,100698,,BOLOCERA
8318,1609360,SEA PEN; PENNATULACEA,PENNATULOIDEA
8319,592915,,ACTINAUGE VERRILLII
8320,283816,,PACHYCERIANTHUS BOREALIS
8321,101037,INCRUSTATUS,EPIZOANTHUS PAPILLOSUS
8322,125411,SEA CORN,PRIMNOA RESEDAEFORMIS
8323,125418,BUBBLE GUM CORAL,PARAGORGIA ARBOREA
8324,156103,"SEA CAULIFLOWER, STRAWBERRIES",GERSEMIA RUBIFORMIS
8325,125376,GOLD-BANDED/BAMBOO CORAL; ORNATA,KERATOISIS GRAYI
8326,125348,,ACANTHOGORGIA ARMATA
8327,,SOFT CORAL UNIDENTIFIED,
8328,125335,,ANTHOMASTUS GRANDIFLORUS
8329,125371,,ACANELLA ARBUSCULA
8330,125357,,RADICIPES GRACILIS
8331,1245747,SPIDER HAZARDS CORAL; LOPHELIA PERTUSA,DESMOPHYLLUM PERTUSUM
8332,1292,,ANTHOZOA
8333,125311,,PARAMURICEA
8334,103304,BLACK CORAL,BATHYPATHES
8335,135114,CUP CORAL,FLABELLUM
8336,125333,DEAD MANS FINGERS,ALCYONIUM DIGITATUM
8337,22549,BLACK CORALS THORNY CORALS; ANTIPATHARIAN,ANTIPATHARIA
8338,125351,,CHRYSOGORGIA AGASSIZII
8339,125286,,CLAVULARIA
8340,123386,,ECHINUS
8341,117906,HYDROZOA; SERTULARIA,SERTULARELLA POLYZONIAS
8342,111045,CYCLOSTOME BRYOZOA,LICHENOPORA
8343,152391,RIBBON WORM; INCL RHYNCHOCOELA,NEMERTEA
8344,248341,STAGHORN BRYOZOA; HETROPODIDAE,HETEROPORIDAE
8345,422527,SEA CUCUMBER; AFF.,THYONELLA PERVICAX
8346,124085,,PSEUDARCHASTER PARELII
8347,123908,,PSILASTER ANDROMEDA
8348,123896,,LEPTYCHASTER ARCTICUS
8349,124156,,LOPHASTER FURCIFER
8350,100968,,STEPHANAUGE ACANELLAE
8351,158258,,STEPHANAUGE NEXILIS
8352,156446,,SYSCENUS INFELIX
8353,107581,,ACANTHEPHYRA PELAGICA
8354,106830,,SERGIA
8355,11732,OCTOPODA,CIRRATA
8356,132071,,RHIZAXINELLA
8357,124971,LAMARCKI,GORGONOCEPHALUS LAMARCKII
8358,102199,,EUSIRUS CUSPIDATUS
8359,128506,,FUNICULINA QUADRANGULARIS
8360,1379630,PENNATULA  BOREALIS,PTILELLA GRANDIS
8361,128504,,ANTHOPTILUM GRANDIFLORUM
8362,135194,,FLABELLUM (ULOCYATHUS) ALABASTRUM
8363,146534,HALIPTERUS ,BALTICINA
8364,132005,,GEODIA
8365,172017,FOLIATA,ASCONEMA FOLIATUM
8367,128515,,PENNATULA ACULEATA
8368,128512,,KOPHOBELEMNON STELLIFERUM
8370,1361,,CERIANTHARIA
8371,100684,,CERIANTHIDAE
8372,100783,,PACHYCERIANTHUS
8380,1340,ZOANTHARIA,HEXACORALLIA
8381,100688,,EPIZOANTHIDAE
8382,100790,,EPIZOANTHUS
8383,101036,,EPIZOANTHUS PAGURIPHILUS
8385,125269,,ALCYONIIDAE
8386,146762,,NEPHTHEIDAE
8387,100672,,HORMATHIIDAE
8388,146941,,DRIFA GLOMERATA
8389,146943,,DUVA FLORIDA
8390,156101,,GERSEMIA FRUTICOSA
8392,345446,,HETEROPOLYPUS
8400,1337,,HYDROZOA
8405,117234,GARLAND HYDROIDS,SERTULARIA
8411,117849,,AGLANTHA DIGITALE
8421,117034,HYDROMEDUSAE,OBELIA
8500,135220,JELLYFISHES,SCYPHOZOA
8505,135229,,ATOLLIDAE
8506,135282,,ATOLLA WYVILLEI
8510,135239,,CYANEIDAE
8511,135301,PINK JELLYFISH,CYANEA CAPILLATA
8515,135233,,PERIPHYLLIDAE
8516,135294,,PERIPHYLLA PERIPHYLLA
8520,135305,JELLYFISH,PELAGIA NOCTILUCA
8530,,SEA CORALS,
8550,265044,,STAUROZOA
8600,558,SPONGES,PORIFERA
8601,172121,RUSSIAN HATS; POURTALESI,VAZELLA POURTALESII
8602,131723,,SYCON
8605,131673,POLYMASTIA,POLYMASTIIDAE
8608,134200,,POLYMASTIA HEMISPHAERICA
8609,157415,,POLYMASTIA ANDRICA
8610,132046,,POLYMASTIA
8611,134204,MAMMILARIS,POLYMASTIA MAMILLARIS
8612,134224,,TENTORIUM SEMISUBERITES
8613,134285,FIG SPONGE,SUBERITES FICUS
8614,131863,,IOPHON
8615,131907,,MYCALE
8616,168640,,MYCALE (MYCALE) LINGUA
8617,133205,,BIEMNA VARIANTIA
8618,131834,,HALICLONA
8619,150256,,HALICLONA (HALICLONA) URCEOLUS
8620,165789,,HALICHONDRIA (EUMASTIA) SITIENS
8621,132833,EYED SPONGE,HALICLONA (HALICLONA) OCULATA
8622,100954,TUBERCULOSA,HORMATHIA NODOSA
8623,165853,BREADCRUMB SPONGE; PANACEA,HALICHONDRIA (HALICHONDRIA) PANICEA
8625,132019,,THENEA
8626,236120,,APLYSILLA SULFUREA
8627,370775,,CLADOCROCE SPATULA
8628,1036217, FLAGELLIA,HALICLONA (FLAGELLIA)
8629,166752,,HEMIGELLIUS ARCOFER
8630,168965,,LISSODENDORYX (LISSODENDORYX) INDISTINCTA
8631,131936,,CRELLA
8632,131933,,AMPHILECTUS
8633,168379,SEMISUBERIES,SEMISUBERITES CRIBROSA
8634,133621,,HYMEDESMIA (HYMEDESMIA) PAUPERTAS
8635,132992,,ARTEMISINA ARCIGERA
8637,169466,,MYXILLA (MYXILLA) INCRUSTANS
8638,169587,,TEDANIA (TEDANIA) SUCTORIA
